"","COG_Longitude","Long_SD","COG_Latitude","Lat_SD","Model_variant"
"1",-167.240435064476,0.826017058347871,61.5232459726711,1.51408714895653,"Model1A"
"2",-167.206986975579,0.970270279691363,61.2969628996964,1.61445063191462,"Model2B_LowCPE"
"3",-167.227778890006,0.83696718187978,61.0561456717227,1.38420193310199,"Model2B_MedianCPE"
"4",-167.158108748498,0.661529965307247,60.7612960384625,1.21920817475198,"Model2B_HighCPE"
"5",-166.720926297739,2.02746202233304,60.1889635450959,1.33407772633825,"Model3B_Warm1"
"6",-166.883001540075,0.574773867707239,60.9258683373891,1.33854115804603,"Model3B_Cool"
"7",-169.614043981725,2.06272853730495,62.6250831499529,1.14674727426166,"Model3B_Warm2"
"8",-167.222929693562,0.711568796253071,60.6986172382772,0.98987252601927,"Model4B_Even"
"9",-167.402777051981,1.22545956527418,62.4517128012163,1.49357186949522,"Model4B_Odd"
